0.000000	4.580078
0.011000	4.567871
0.020000	4.550781
0.030000	4.584961
0.040000	4.575195
0.050000	4.562988
0.060000	4.609375
0.070000	4.592285
0.080000	4.648438
0.090000	4.645996
0.100000	4.606934
0.110000	4.562988
0.120000	4.572754
0.130000	4.584961
0.140000	4.572754
0.150000	4.577637
0.160000	4.584961
0.170000	4.565430
0.180000	4.587402
0.190000	4.624023
0.200000	4.599609
0.210000	4.592285
0.220000	4.597168
0.230000	4.597168
0.240000	4.560547
0.250000	4.545898
0.260000	4.545898
0.270000	4.543457
0.280000	4.575195
0.290000	4.577637
0.300000	4.558105
0.310000	4.597168
0.320000	4.541016
0.330000	4.565430
0.340000	4.548340
0.350000	4.543457
0.360000	4.558105
0.370000	4.533691
0.380000	4.553223
0.390000	4.572754
0.400000	4.570313
0.410000	4.606934
0.420000	4.609375
0.430000	4.638672
0.440000	4.614258
0.450000	4.638672
0.460000	4.626465
0.470000	4.670410
0.480000	4.663086
0.490000	4.697266
0.500000	4.685059
0.510000	4.694824
0.520000	4.675293
0.530000	4.707031
0.540000	4.660645
0.550000	4.650879
0.560000	4.650879
0.570000	4.663086
0.580000	4.645996
0.590000	4.628906
0.600000	4.663086
0.610000	4.636230
0.620000	4.660645
0.630000	4.604492
0.640000	4.599609
0.650000	4.614258
0.660000	4.575195
0.670000	4.628906
0.680000	4.680176
0.690000	4.663086
0.700000	4.672852
0.710000	4.665527
0.720000	4.667969
0.730000	4.694824
0.740000	4.621582
0.750000	4.641113
0.760000	4.626465
0.770000	4.621582
0.780000	4.584961
0.790000	4.560547
0.800000	4.575195
0.810000	4.550781
0.820000	4.553223
0.830000	4.572754
0.840000	4.560547
0.855000	4.558105
0.861000	4.575195
0.870000	4.589844
0.880000	4.597168
0.890000	4.584961
0.900000	4.599609
0.910000	4.621582
0.920000	4.643555
0.930000	4.597168
0.984000	4.619141
0.985000	4.584961
0.987000	4.611816
0.989000	4.638672
0.990000	4.628906
0.992000	4.643555
1.000000	4.650879
1.010000	4.628906
1.030000	4.670410
1.031000	4.677734
1.040000	4.694824
1.050000	4.694824
1.060000	4.660645
1.070000	4.636230
1.080000	4.604492
1.090000	4.616699
1.100000	4.543457
1.110000	4.494629
1.120000	4.504395
1.130000	4.523926
1.140000	4.519043
1.150000	4.545898
1.160000	4.514160
1.170000	4.509277
1.180000	4.509277
1.190000	4.440918
1.200000	4.426270
1.210000	4.421387
1.220000	4.375000
1.230000	4.431152
1.240000	4.421387
1.250000	4.460449
1.260000	4.506836
1.270000	4.548340
1.280000	4.531250
1.290000	4.526367
1.300000	4.531250
1.310000	4.558105
1.320000	4.550781
1.330000	4.548340
1.340000	4.548340
1.350000	4.597168
1.360000	4.589844
1.370000	4.602051
1.380000	4.567871
1.390000	4.582520
1.400000	4.594727
1.410000	4.582520
1.420000	4.567871
1.430000	4.558105
1.440000	4.597168
1.450000	4.572754
1.460000	4.572754
1.470000	4.606934
1.480000	4.509277
1.490000	4.506836
1.500000	4.506836
1.510000	4.494629
1.520000	4.494629
1.530000	4.494629
1.540000	4.475098
1.550000	4.489746
1.560000	4.499512
1.570000	4.497070
1.580000	4.494629
1.590000	4.531250
1.600000	4.536133
1.610000	4.528809
1.620000	4.567871
1.630000	4.550781
1.640000	4.555664
1.650000	4.560547
1.660000	4.550781
1.670000	4.550781
1.680000	4.526367
1.690000	4.509277
1.700000	4.497070
1.710000	4.487305
1.720000	4.467773
